emp_no,birth_date,first_name,last_name,gender,hire_date
10772,1956-01-21,Munehiro,Dayana,M,1987-06-29
10774,1958-10-03,Jacqueline,Masand,M,1990-01-26
10775,1956-03-12,Xiaoheng,Sluis,M,1988-12-09
10776,1958-01-27,Mahmut,Skafidas,F,1986-03-16
10777,1955-08-11,Mizuhito,Kemmerer,F,1988-07-05
10778,1953-03-13,Selwyn,Merey,M,1986-07-04
10780,1955-09-12,Goncalo,Staudhammer,M,1989-11-06
10781,1958-09-19,Patricio,Leuchs,M,1991-02-04
10782,1952-09-18,Kish,Perna,F,1991-10-21
10784,1957-01-27,Weijing,Bottner,F,1987-05-12
10787,1958-07-10,Shiv,Neimat,F,1991-04-16
10791,1954-05-27,Tadahiko,Sgarro,M,1988-07-30
10795,1954-12-14,Supot,Naudin,M,1985-05-21
10796,1959-06-30,Khoa,Rousseau,M,1990-11-08
10797,1956-10-04,Goetz,Hiyoshi,F,1988-08-21
10799,1957-11-21,Gad,Griswold,F,1988-06-06
10801,1953-03-05,Uinam,Zschoche,M,1994-06-27
10803,1952-09-15,Katsuyuki,Velasco,F,1988-04-20
10805,1959-09-12,Kerhong,Bernick,F,1987-05-26
10806,1958-10-17,Giap,Matzel,M,1993-04-25
10808,1955-09-11,Chenxi,Leijenhorst,M,1987-03-07
10810,1957-10-23,Lijie,Lunn,F,1994-09-07
10811,1954-06-29,Ashish,Fortenbacher,M,1997-07-08
10812,1957-09-14,Berthier,Menhoudj,F,1987-08-11
10813,1954-07-04,Shalesh,Shumilov,M,1990-04-27
10814,1952-09-17,Nidapan,Dymetman,F,1993-07-17
10816,1958-02-24,Morris,Caine,F,1989-06-27
10817,1958-10-02,Uri,Rullman,F,1990-12-26
10818,1958-12-20,Huan,Monarch,M,1995-10-22
10819,1957-02-19,Pascal,Sooriamurthi,M,1986-08-02
10820,1956-11-12,Baocai,Pena,F,1986-02-23
10821,1959-04-14,Irena,Schurmann,M,1987-03-12
10822,1956-08-02,Masaru,Passino,F,1986-01-11
10823,1956-06-13,Arfst,Mikschl,M,1995-01-02
10824,1958-09-20,Kirk,Kalsbeek,M,1985-03-18
10825,1958-03-27,Fan,Fairtlough,M,1985-12-30
10826,1952-12-06,Arnd,Anandan,M,1993-01-22
10827,1953-09-25,Willard,Danley,M,1996-11-07
10829,1955-07-11,Alper,Narahara,F,1993-02-22
10830,1954-08-17,Fen,Fiebach,M,1991-08-24
10831,1953-10-11,Toong,Driscoll,M,1996-06-21
10833,1953-04-12,Krisda,Gecseg,F,1989-02-08
10834,1954-12-16,Huiqun,Rajcani,M,1990-11-24
10835,1952-11-23,Tomoyuki,Kermarrec,M,1985-07-28
10836,1953-07-15,Jianhua,Leivant,F,1985-07-26
10837,1957-02-06,Chuanti,Karlin,M,1986-01-14
10838,1957-10-19,Deniz,Ramras,M,1990-04-11
10844,1954-02-03,Dipayan,Koprowski,M,1987-03-03
10846,1952-06-27,Tokuyasu,Serre,M,1994-01-26
10847,1952-03-04,Theirry,Danley,M,1986-07-25
10848,1954-07-16,Fen,Bratsberg,F,1985-04-20
10849,1953-03-05,Makato,Mayerwieser,M,1995-06-25
10851,1959-11-15,Piyawadee,Copas,M,1994-11-21
10852,1959-11-24,Hercules,Munck,F,1996-03-21
10854,1954-08-11,Jagoda,Nannarelli,M,1998-07-13
10855,1957-08-07,Kwangho,Reinhart,M,1991-08-05
10857,1957-06-11,Fusako,Stenning,F,1990-04-04
10858,1952-10-01,Kenroku,Gonthier,M,1996-08-15
10862,1956-01-19,Zhenbing,Kadhim,F,1985-07-23
10864,1958-01-07,Elliott,Spieker,F,1985-09-04
10866,1959-12-13,Fayez,Yeung,F,1990-12-27
10867,1952-10-01,Billur,Gyorkos,M,1986-10-08
10868,1959-05-11,Houman,Unno,F,1990-03-20
10870,1956-07-23,Shahid,Leppanen,F,1988-01-13
10871,1952-10-24,Aram,Gilg,M,1989-02-15
10872,1952-02-21,Karoline,Speel,F,1990-09-06
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23
10874,1958-01-18,Mahmut,Borstler,M,1986-04-22
10875,1958-10-27,Filipp,Suri,F,1988-05-19
10876,1955-08-05,Vincent,Papastamatiou,F,1995-01-29
10878,1952-06-13,Lakshmi,Deville,M,1988-02-25
10879,1953-08-18,Muzhong,Chleq,F,1985-08-15
10881,1959-06-13,Katsuo,Miake,M,1996-04-18
10882,1953-11-01,Fun,Heuser,M,1994-11-29
10883,1952-07-30,Shimshon,Champarnaud,M,1987-11-07
10884,1958-03-07,Teunis,Kleiser,F,1993-04-15
10885,1953-05-06,Rayond,Cronau,M,1991-08-19
10887,1953-01-16,Lunjin,DeMori,M,1989-03-16
10888,1959-03-15,Kwangho,Dredge,F,1987-06-28
10889,1956-06-21,Cheong,Coors,F,1987-08-11
10892,1959-12-13,Kazunori,Vieth,M,1990-04-11
10894,1958-08-21,Suebskul,Srimani,F,1991-07-18
10895,1952-03-21,Vishwani,Petersohn,M,1986-04-26
10897,1958-05-27,Arno,Kumaresan,F,1986-04-09
10900,1955-07-18,Ferdinand,Prenel,F,1995-09-07
10901,1959-06-12,Chrisa,Narahara,M,1992-10-30
10903,1958-06-04,Visit,Nyanchama,M,1989-02-14
10904,1959-08-28,Debatosh,Colorni,F,1993-04-16
10906,1952-02-06,Munehiro,Carrere,F,1994-01-20
10909,1954-11-11,Georgi,Atchley,M,1985-04-21
10910,1958-11-11,Arco,Jervis,M,1989-07-13
10911,1959-07-22,Shay,Casley,M,1988-06-25
10912,1952-07-27,Oscal,Fasbender,M,1986-04-23
10913,1952-09-03,Narain,Thummel,M,1992-06-25
10914,1956-04-26,Mizuhito,Prochazka,M,1998-03-24
10917,1956-05-10,Tesuya,Slaats,F,1987-12-03
10918,1954-12-26,Susumu,Reghbati,M,1985-12-13
10920,1955-04-08,Ronghao,Narahara,M,1991-07-09
10921,1955-07-20,Mara,Bahi,F,1986-07-27
10922,1953-10-27,Kyoichi,Wossner,M,1992-08-09
10923,1957-04-29,Younwoo,Maquelin,M,1990-04-09
10924,1954-04-27,Hironoby,Atchley,F,1988-08-14
10926,1954-10-13,Leni,Eppinger,F,1990-04-30
10927,1953-03-13,Gal,Scallan,M,1985-10-26
10929,1958-10-26,Sumali,Arlazarov,M,1991-04-15
10930,1954-01-13,Arch,Minakawa,M,1990-08-09
10932,1955-11-19,Avishai,Picci,F,1994-09-09
10936,1953-04-08,Mountaz,Schicker,F,1987-10-27
10938,1958-05-11,Shaowei,Iisaku,F,1985-09-24
10940,1953-01-07,Aleksander,Fioravanti,F,1994-12-02
10942,1952-08-08,Toshimitsu,Larfeldt,F,1989-09-08
10943,1955-11-19,Berna,Skafidas,M,1988-02-19
10944,1952-05-25,Remko,Zyda,M,1991-05-24
10945,1959-09-25,Kazuhiro,Kushnir,F,1990-07-04
10946,1956-09-08,Shaz,Kabayashi,M,1996-02-04
10947,1954-09-29,Gor,Usery,F,1995-11-16
10948,1952-12-23,Shigehito,Brodie,M,1996-09-30
10949,1953-08-14,Shigeichiro,Wroclawski,F,1990-03-13
10950,1958-12-07,Sushant,Staylopatis,M,1996-06-08
10952,1958-08-26,Inderjeet,Bharadwaj,M,1986-07-22
10953,1956-06-23,Jahangir,Laventhal,F,1987-02-12
10955,1959-02-24,Urs,Danley,F,1986-09-27
10956,1955-02-02,Arno,Picel,M,1992-06-29
10958,1958-11-07,Huican,Katalagarianos,M,1988-11-27
10959,1956-06-19,Kerryn,Vigier,M,1994-03-01
10960,1959-10-24,Billur,Braunschweig,M,1988-03-14
10961,1957-03-28,Weiwu,Choobineh,M,1986-05-14
10962,1956-08-23,Naraig,Kugler,F,1986-12-16
10963,1957-04-15,Hatsukazu,Swist,M,1988-01-14
10965,1955-07-10,Eckart,Braunschweig,M,1986-07-29
10969,1954-09-05,Premal,Noriega,M,1988-08-22
10971,1955-02-08,Isamu,Vadhan,M,1991-07-30
10974,1952-03-07,Muneo,Papsdorf,M,1985-11-25
10977,1957-03-19,Toong,Murrill,M,1987-08-10
10979,1959-09-11,Elrique,Raney,F,1986-01-27
10981,1956-07-22,Sugwoo,Dulin,F,1989-01-03
10985,1952-05-31,Chiradeep,Furedi,F,1990-12-10
10986,1954-08-11,Masako,Schiper,M,1985-10-11
10987,1952-11-26,Flemming,Baezner,M,1995-12-19
10988,1955-06-24,Chinya,Deyuan,M,1985-06-19
10989,1954-09-08,Sumali,Candan,F,1985-07-20
10990,1954-10-22,Shin,Foote,M,1988-07-06
10991,1957-05-22,Munehiro,Aingworth,M,1993-05-21
10992,1958-11-26,Zhensheng,Juneja,M,1988-08-01
10993,1958-11-17,Arve,Erde,F,1992-05-29
10996,1955-02-01,Matk,Rahimi,F,1990-02-07
10997,1959-08-30,Alselm,Parascandalo,F,1994-05-06
10998,1956-02-17,Marlo,Kandlur,M,1992-06-28
11001,1956-04-16,Baziley,Buchter,F,1987-02-23
11002,1952-02-26,Bluma,Ulupinar,M,1996-12-23
11004,1954-08-05,JoAnna,Decleir,F,1992-01-19
11005,1958-03-12,Byong,Douceur,F,1986-07-27
11009,1954-08-30,Alper,Axelband,F,1986-09-09
11011,1956-06-13,Moti,Hofstetter,M,1989-11-06
11012,1953-09-12,Taegyun,Speckmann,F,1986-12-28
11014,1959-09-22,Baoqiu,Vecchi,M,1994-08-23
11016,1957-05-25,Sibyl,Rajaraman,M,1988-08-10
11017,1959-11-23,Jovan,Sanella,F,1992-07-28
11019,1954-09-06,Leon,Huttel,M,1985-02-04
11020,1957-03-18,Weiwu,Encarnacion,M,1988-03-25
11021,1954-07-13,Srinidhi,Henders,F,1985-05-24
11024,1954-06-17,Manton,Collavizza,M,1995-04-05
11026,1957-11-24,Heon,Ossenbruggen,M,1991-11-08
11027,1955-12-13,Remzi,Cappello,M,1986-05-07
11028,1952-02-23,Miyeon,Krider,M,1986-06-18
11030,1956-06-12,Kwan,Hellwagner,F,1988-05-09
11031,1954-12-20,Ottavia,Walstra,M,1985-04-26
11032,1953-04-19,Erez,Schaaf,M,1992-03-12
11033,1957-03-01,Shushma,Bahk,F,1990-10-02
11037,1952-05-22,Lansing,Maliniak,M,1988-01-28
11038,1955-10-13,Jinya,Beidas,M,1985-07-15
11042,1955-07-13,Gou,Breugel,F,1988-06-26
11044,1959-03-18,Elvia,Cherinka,M,1990-11-15
11045,1957-04-28,Chikako,Schueller,F,1985-08-09
11047,1959-03-11,Heping,Gluchowski,F,1995-07-19
11048,1952-10-26,Jaques,Demke,M,1985-02-26
11050,1952-09-23,Elvis,Katiyar,M,1986-05-06
11051,1952-10-06,Przemyslawa,Erol,F,1985-08-09
11053,1957-03-30,Sampalli,Brobst,M,1992-04-06
11055,1956-08-10,Shaleah,Neiman,M,1995-05-25
11056,1955-10-24,Palash,Speel,F,1992-08-19
11057,1959-02-13,Adly,Vural,M,1996-07-12
11060,1953-06-30,Genevieve,Pokrovskii,F,1991-05-03
11061,1954-11-11,Pintsang,Erni,M,1993-02-19
11062,1956-11-07,Shay,Rettelbach,F,1990-10-18
11063,1958-10-19,Zhenbing,Gente,F,1996-01-09
11064,1952-08-10,Shawna,Vieri,F,1990-02-28
11065,1957-06-12,Filipe,Rathonyi,M,1985-11-14
11066,1954-11-06,Shaz,Langford,M,1995-10-04
11068,1956-03-03,Honglan,Harnett,F,1989-06-29
11070,1952-06-30,Adib,Raney,M,1985-07-24
11071,1954-07-18,Kwan,Sigstam,F,1992-05-23
11073,1959-05-28,Yuriy,Clemencon,M,1986-08-18
11075,1954-10-28,Karsten,Belinskaya,F,1996-10-29
11077,1953-01-28,Hideyuki,Merro,F,1995-10-10
11078,1959-12-10,Beshir,Chenoweth,M,1990-01-07
11079,1952-09-18,Piyush,Garigliano,M,1993-10-09
11080,1956-12-27,Sanjai,Puppe,M,1988-07-04
11081,1952-06-20,Barry,Boyle,M,1985-06-17
11083,1954-07-09,Shimshon,Ducloy,M,1989-11-27
11084,1955-07-03,Greger,Senzako,M,1990-05-31
11085,1953-09-08,Hailing,Thummel,M,1986-11-27
11086,1958-10-24,Yishai,Dalphin,M,1988-03-03
11087,1954-05-17,Changho,Jayawardene,M,1994-10-10
11088,1956-11-14,Sadun,Hennings,M,1989-08-25
11089,1955-02-18,Conal,Henders,F,1994-08-13
11090,1959-07-10,Ebbe,Hasenauer,M,1986-07-25
11091,1952-10-10,Souichi,Ramsay,F,1992-01-21
11092,1954-09-28,Narain,Stamatiou,M,1992-03-30
11093,1959-11-11,Licheng,Kitai,F,1986-02-17
11094,1958-08-28,Xiaoshan,Ratnaker,F,1991-08-26
11097,1957-12-18,Jovan,Rissanen,F,1989-01-28
11098,1953-09-11,Arnd,Covnot,F,1990-04-02
11099,1958-07-12,Woody,Spataro,M,1985-12-31
11100,1955-10-14,Berna,Cochrane,M,1986-10-13
11102,1959-03-14,Bernardo,Carrera,M,1991-01-03
11105,1956-12-17,Holgard,McAlpine,M,1990-01-13
11106,1955-02-23,Aris,Iwayama,F,1985-08-31
11107,1958-06-19,Martijn,Meriste,F,1998-05-02
11110,1955-12-11,Valeska,Birjandi,F,1987-11-14
11111,1954-07-14,Udi,Zastre,F,1994-12-25
11112,1954-08-05,Boaz,Mukaidono,M,1987-08-20
11113,1953-04-28,Shahab,Peng,F,1985-11-30
11114,1955-09-08,Tse,Felcyn,M,1989-10-14
11115,1958-06-27,Sahrah,Demos,M,1998-11-03
11117,1958-06-29,Bluma,Kavvadias,M,1994-08-22
11118,1959-12-19,Sailaja,Gelosh,F,1988-11-28
11119,1955-07-09,Ramzi,Luga,F,1994-06-21
11121,1953-02-13,Vugranam,Kakkad,F,1987-02-21
11123,1956-10-21,Herb,Cooley,F,1988-03-28
11125,1959-02-27,Munir,Spieker,M,1988-02-26
11127,1956-08-26,Mayumi,Pashtan,M,1991-03-12
11128,1956-06-16,Shunichi,Pusterhofer,F,1988-10-04
11130,1953-01-17,Xinyu,Menhoudj,M,1993-06-07
11132,1952-08-01,Kristin,Harnett,M,1994-08-30
11133,1955-12-13,Nalini,Azulay,M,1988-02-04
11134,1954-05-15,Sachar,Rajcani,F,1988-05-26
11135,1958-09-14,Xinyu,Mellouli,M,1991-10-22
11137,1955-03-17,Hugh,Luca,M,1986-07-31
11138,1956-11-12,Adel,Matteis,M,1986-10-22
11139,1955-10-13,Bogdan,Homond,F,1985-12-24
11140,1957-04-30,Elgin,Gihr,M,1993-07-04
11141,1957-08-20,Vasiliy,Kermarrec,F,1989-12-28
11143,1955-03-06,Yongdong,Rosen,M,1996-05-09
11144,1954-12-07,Carrsten,Heinisuo,M,1993-11-18
11145,1954-01-14,Jinxi,Baak,F,1990-02-06
11146,1954-06-25,Ishfaq,Masand,F,1988-03-21
11147,1955-09-26,Ayonca,Nitsch,M,1992-01-28
11148,1953-01-23,Zhanqiu,Botman,F,1985-07-06
11150,1956-05-13,Geraldo,Garigliano,F,1989-05-01
11151,1958-06-27,Gor,Reinhard,M,1985-03-20
11153,1957-02-01,Honglan,Simmen,M,1990-02-13
11154,1957-12-18,Adel,Ratnaker,F,1989-07-30
11156,1954-04-13,Tomoyuki,Armand,M,1995-09-07
11158,1952-02-23,Masaki,Hagimont,M,1996-04-20
11160,1956-08-05,Anwar,Nivat,F,1987-05-07
11161,1957-01-30,Ung,Ashish,M,1988-05-31
11162,1953-03-25,Kauko,Narlikar,F,1985-03-28
11163,1957-11-17,Djenana,Huttel,M,1993-02-24
11165,1957-06-07,Kolar,Pietrzykowski,M,1995-04-30
11166,1958-05-27,Weiyi,Antonisse,M,1990-09-04
11167,1957-01-04,Morris,Zschoche,F,1989-05-07
11168,1953-05-03,Shmuel,Tetzlaff,F,1996-07-15
11169,1956-06-02,Moss,Serra,M,1987-02-22
11170,1952-05-05,Minghong,Cannard,M,1989-12-29
11173,1957-12-26,Tooru,Warwick,M,1988-07-03
11174,1952-09-14,Akhilish,Milicia,M,1996-05-24
11177,1954-04-09,Chrisa,dAstous,M,1998-04-05
11178,1956-02-12,Kellyn,Daescu,M,1985-05-27
11180,1952-11-07,Mitsuyuki,Bojadziev,F,1986-06-11
11181,1952-05-28,Hausi,Cullers,M,1992-07-11
11184,1958-04-01,Masoud,Theuretzbacher,M,1985-04-27
11185,1954-04-10,Aloys,Baezner,M,1995-01-26
11186,1953-07-15,Kshitij,Stasinski,M,1994-12-10
11187,1957-05-02,Koldo,Makinen,M,1985-09-02
11188,1956-03-13,Kazuyasu,Kushner,F,1987-04-23
11189,1953-03-07,Dante,Bodoff,F,1991-09-07
11192,1952-09-06,Apostol,Bahr,M,1991-09-30
11194,1957-10-18,Giap,Tempesti,M,1987-10-25
11195,1953-09-04,Masanao,Lovengreen,M,1991-06-13
11196,1958-05-13,Gennadi,Breugel,M,1992-11-17
11197,1955-05-11,Tadahiro,Fordan,M,1986-04-13
11199,1957-10-14,Ortrud,Srimani,F,1989-05-02
11201,1952-05-20,Jouko,Masaki,M,1995-10-31
11203,1952-06-24,Sakthirel,Yetto,M,1988-01-06
11204,1955-12-15,Diederik,Covnot,M,1985-09-18
11206,1954-07-14,Steen,Sury,M,1993-05-07
11207,1955-08-14,Saeed,Gips,F,1987-11-09
11208,1952-05-29,Saniya,Valtorta,F,1988-08-26
11210,1957-09-27,Kamakshi,Decaestecker,M,1986-02-27
11211,1952-12-11,Yurij,Rissland,M,1985-09-17
11213,1955-10-19,Vugranam,Munoz,F,1998-06-17
11215,1959-03-30,Rimon,Sury,F,1992-10-17
11217,1954-07-01,Kellie,Mawatari,M,1987-09-22
11218,1953-06-03,Kirk,Hemaspaandra,M,1994-04-06
11219,1956-05-20,Youpyo,Heuter,M,1991-01-08
11221,1953-11-29,Alselm,Hammerschmidt,M,1989-08-22
11222,1956-09-01,Yishai,Neimat,M,1988-11-11
11223,1958-11-10,Weicheng,Crelier,M,1985-05-16
11224,1959-11-12,Hugo,Mitzlaff,F,1988-05-01
11227,1956-01-31,Dayanand,Figueira,M,1985-03-08
11228,1956-12-26,Utz,Puoti,F,1987-03-19
11229,1953-10-20,Gretta,Ramamoorthy,M,1991-07-26
11230,1956-12-28,Yakichi,Tzvieli,M,1990-12-06
11231,1959-01-28,Marit,Narwekar,F,1988-04-07
11232,1955-09-03,Hidefumi,Crelier,M,1988-02-02
11233,1952-05-08,Sanjit,Waschkowski,F,1991-06-17
11239,1957-02-27,Gurbir,Kenevan,F,1985-06-25
11240,1955-08-12,Kiam,Condotta,M,1988-11-11
11241,1956-09-23,Yolla,Clemencon,M,1997-08-12
11242,1958-12-27,Jinya,Camurati,F,1989-04-30
11243,1955-06-14,Udi,Desikan,F,1994-12-08
11244,1959-08-20,Navin,Restivo,F,1985-06-08
11247,1958-01-12,Ranga,Rebaine,M,1993-02-05
11248,1956-11-08,Uinam,Tsukuda,M,1997-02-03
11249,1954-10-01,Randi,Cyre,M,1985-08-29
11250,1957-08-15,Sverrir,Cusworth,M,1992-06-30
11251,1955-10-16,Bezalel,Chinal,M,1985-11-26
11252,1959-11-04,Rutger,Dulin,M,1986-01-15
11253,1952-09-11,Koldo,Pokrovskii,M,1992-05-22
11254,1954-12-14,Danel,Rindone,F,1998-12-19
11255,1957-11-25,Ortrud,Karunanithi,F,1986-10-08
11257,1958-06-19,Weidon,Pews,F,1986-12-12
11258,1953-10-12,Aris,Maccarone,F,1991-03-28
11266,1955-08-09,Florina,Rohrbach,M,1995-04-04
11267,1955-10-18,Shaunak,Zaumen,M,1989-06-14
11268,1954-05-14,Aimee,Petersohn,F,1985-05-17
11271,1959-09-01,Hidde,Rajaraman,F,1987-01-16
11274,1954-09-08,Masanao,Nicolson,F,1989-10-08
11275,1955-10-18,Hitomi,Eppinger,F,1987-05-26
11276,1957-03-10,Yunming,Cappelletti,M,1988-03-12
11278,1956-12-15,Sumali,Juneja,M,1986-04-22
11281,1959-01-14,Vincent,Brookner,M,1988-02-03
11288,1953-03-23,Domenico,Eastman,F,1989-01-22
11289,1953-03-20,Chuanti,Cherinka,M,1989-02-22
11290,1953-05-07,Visit,Dredge,M,1985-09-08
11291,1953-11-01,Gino,Glowinski,M,1985-10-20
11292,1953-05-18,Souichi,Sichman,F,1989-02-11
11293,1958-10-12,Naftali,Birge,F,1992-08-08
11294,1954-06-11,Tru,Segond,F,1989-06-13
11295,1953-02-03,Abdelkader,Lanzelotte,M,1985-05-15
11296,1954-12-24,Hironobu,Kenevan,M,1989-09-26
11297,1954-03-19,Geraldo,Levergood,M,1990-12-04
11298,1956-08-08,Jiong,Alvarado,M,1991-12-13
11300,1952-12-14,Lillian,Fontet,M,1992-09-10
11301,1953-08-19,Mingzeng,Oxenboll,F,1989-05-23
11302,1955-06-20,Shem,Senzako,M,1991-07-01
11303,1957-04-27,Jaewoo,Usery,M,1986-11-05
11304,1959-03-01,Rajmohan,Azadmanesh,F,1991-09-10
11306,1956-11-01,Subhankar,Reeken,M,1996-11-20
11308,1958-02-23,Tadahiro,Tibblin,F,1986-08-07
11311,1958-04-28,Hyuckchul,Bahk,F,1994-12-15
11312,1956-11-24,Shih,Terlouw,F,1994-01-23
11314,1958-12-28,Vasiliy,Jenevein,F,1990-04-10
11315,1955-04-21,Neven,Meriste,M,1999-07-17
11317,1954-07-24,Shigeaki,Hagimont,F,1989-12-21
11319,1955-06-05,Pranas,Marrakchi,F,1986-10-03
11320,1954-04-13,Atilio,McAlpine,M,1987-11-24
11321,1959-06-25,Heping,Fontan,M,1995-03-18
11322,1952-07-19,Nathalie,Pocchiola,F,1985-02-08
11324,1953-11-16,Kauko,Billingsley,F,1985-08-29
11325,1952-02-06,Samphel,Rossi,F,1999-01-10
11326,1952-09-15,Munenori,Plesums,F,1990-02-19
11327,1959-07-20,Irena,Krohm,M,1990-05-02
11328,1958-10-13,Xiong,Ferriere,M,1986-08-08
11329,1956-03-01,Limsoon,McConalogue,F,1987-05-02
11331,1959-10-15,Kasturi,Fraisse,F,1987-03-03
11332,1956-02-26,Gunilla,Coney,M,1989-09-27
11338,1954-11-03,Kwangsub,Hanratty,M,1987-04-14
11339,1954-06-05,Flemming,Massonet,M,1987-05-09
11340,1952-12-04,Aris,Bala,M,1991-09-11
11342,1959-12-29,Xudong,Butner,M,1998-02-03
11343,1954-09-10,Susanne,Erez,M,1989-02-27
11344,1956-01-31,Paddy,Gulak,M,1990-05-10
11347,1954-12-27,Anneli,Jonsson,M,1986-04-20
11349,1953-09-05,Yurii,Hammerschmidt,M,1992-06-27
11350,1956-10-22,Zito,Moehrke,M,1985-07-21
11351,1957-01-01,Kristina,Vasanthakumar,F,1998-11-20
11354,1957-11-01,Tianruo,Stasinski,M,1987-06-23
11356,1959-12-31,Hercules,Gerlach,M,1985-10-26
11357,1958-05-25,Radoslaw,Azevdeo,M,1993-05-15
11359,1958-07-04,Subhrajyoti,Jayawardene,F,1989-08-14
11360,1953-05-24,Fen,Schach,M,1989-01-12
11365,1953-11-17,Toshimi,Shinomoto,M,1988-04-02
11368,1959-07-31,Gino,Bail,M,1992-01-06
11370,1956-12-21,Marek,Erie,M,1989-08-22
11371,1956-05-17,Tadahiko,Masamoto,M,1988-12-25
11372,1953-09-04,Susanta,Vilarrasa,M,1993-05-14
11373,1953-07-29,Yongmao,Keohane,F,1989-10-28
11376,1952-03-10,Valery,Suomi,M,1986-03-14
11378,1959-07-30,Masamitsu,Katiyar,F,1986-01-03
11380,1952-04-23,Kenroku,Pelc,M,1988-03-03
11385,1952-03-04,Shiv,Ullian,M,1988-05-22
11386,1954-09-27,Alselm,Assaf,F,1987-11-30
11387,1954-07-18,Jordanka,Kalloufi,M,1997-05-11
11388,1958-08-03,Rosine,Gerteisen,M,1985-12-20
11389,1959-12-29,Ronnie,Provine,M,1988-01-14
11392,1956-01-27,Fatemeh,Reeken,M,1997-02-12
11393,1954-05-17,Junsik,Junot,M,1985-04-30
11395,1959-03-04,Nectarios,Chleq,M,1987-06-20
11396,1955-02-06,Anneke,Servieres,F,1997-02-04
11398,1953-05-30,Oscar,Peir,M,1986-08-23
11399,1958-04-02,Luisa,Plotkin,M,1985-02-09
11401,1952-12-20,Huan,Merey,F,1995-04-15
11402,1957-02-09,Freyja,Brizzi,M,1985-03-10
11404,1954-09-15,Bedrich,Borovoy,M,1987-03-06
11406,1955-04-11,Eberhardt,Gini,F,1989-03-13
11409,1958-05-02,Martial,Siepmann,F,1996-11-23
11410,1953-11-27,Gro,Vendrig,M,1997-07-13
11414,1952-08-08,Eishiro,Pearson,M,1989-01-02
11415,1953-10-29,Sanjiv,Anido,M,1987-03-03
11416,1957-12-18,Zijian,Oxman,M,1987-09-21
11417,1954-11-20,Anneli,Cyne,M,1990-05-15
11418,1954-03-21,Satosi,Cooley,F,1991-07-27
11419,1957-07-19,Leaf,Terkki,M,1996-04-13
11420,1955-04-30,Tsutomu,Lalonde,F,1992-01-31
11421,1953-11-07,Josyula,Msuda,F,1986-09-02
11422,1956-06-03,Thanasis,Ghalwash,F,1990-12-04
11423,1954-09-16,Guangming,Kopetz,M,1993-06-14
11425,1955-11-20,Renee,Crelier,M,1990-08-27
11426,1958-09-01,Shuky,Schwartzbauer,M,1987-07-02
11428,1953-07-08,Remco,Reinhart,M,1994-07-31
11429,1957-02-22,Nagui,Kaminger,M,1986-10-16
11430,1957-01-23,Georgi,Klassen,M,1996-02-27
11431,1954-08-05,Youngkon,Picht,M,1985-09-16
11433,1959-03-31,Chiranjit,Cairo,M,1988-01-13
11434,1956-09-14,Prodip,Brendel,M,1992-10-18
11437,1956-07-18,Supot,Vidya,M,1991-08-12
11438,1959-04-09,Morris,Heping,M,1994-11-17
11439,1957-09-29,Fei,Wendorf,M,1995-07-27
11441,1954-11-16,Marlo,Aingworth,M,1987-03-27
11442,1956-05-01,Leucio,Rindone,F,1987-06-22
11446,1954-06-20,Naftali,Narahara,M,1989-02-09
11449,1955-03-30,Kotesh,Asser,M,1986-08-27
11451,1955-05-05,Eben,Rajaraman,M,1990-05-20
11452,1953-01-16,Shigehito,Luby,F,1993-08-26
11455,1959-10-13,Jianhui,Wolniewicz,M,1994-08-14
11456,1958-07-21,Anyuan,Seuren,F,1998-12-05
11457,1959-02-06,Marl,Vesna,M,1991-02-10
11458,1958-08-09,Stevo,Chenoweth,F,1985-10-06
11459,1953-10-14,Duke,Suomi,M,1986-05-03
11460,1955-11-19,Mana,Maraist,M,1992-03-14
11461,1955-04-18,Kish,Cronau,M,1986-08-19
11462,1959-01-28,Chikara,Maginnis,M,1990-04-27
11465,1956-08-21,Tomoyuki,Porenta,M,1985-07-14
11467,1958-11-21,Seshu,Bazelow,F,1993-06-16
11468,1955-12-02,Navin,Maksimenko,F,1996-03-19
11469,1952-12-01,Guttorm,Giaccio,M,1988-05-23
11473,1957-06-27,Jiakeng,Eugenio,M,1986-11-19
11474,1953-04-17,Gennady,Akazan,M,1990-07-26
11475,1957-04-25,Dekang,Siegrist,F,1997-08-04
11476,1954-06-20,Manton,Yoshizawa,F,1994-01-15
11477,1955-05-15,Fox,Narahari,M,1985-09-10
11479,1953-12-02,Shridhar,Pleszkun,M,1998-08-23
11483,1959-01-30,Zine,Mateescu,M,1993-12-02
11484,1959-04-08,Holgard,Siepmann,M,1995-01-22
11485,1959-06-27,Nahid,Khalil,M,1991-10-04
11490,1957-09-10,Bedir,Osgood,M,1990-04-28
11493,1957-02-13,Shen,Sevcikova,M,1995-07-22
11494,1959-07-27,Neelam,Kabayashi,F,1991-02-14
11497,1957-01-20,Bodh,Brodie,F,1992-04-30
11498,1957-07-21,Shigenori,Rabehasaina,M,1994-01-19
11499,1957-07-02,Peternela,Chartres,F,1989-03-08
11501,1952-03-26,Karsten,Ranum,F,1988-12-14
11502,1959-03-24,Zhaofang,Cochrane,M,1991-06-04
11503,1953-08-01,Nathan,Picht,F,1993-01-25
11506,1955-06-16,Rance,Picel,F,1986-07-01
